Full_TRT,Pop,trt,egg,tad,loc,ind,DateColl,JulDateCol,Date_Hatch,Jul_hatch,Date_AccStart,JulDate_AccStart,Age_Start,outcome,Date_death,Jul_Death,Date_metamorph,Jul_metamorph,time,Cause,MM_total,MM_tail,MM_weight,Final_date,Jul_Final,Final_SVL,Final_weight,observer,,
0-4-BL-13,BELL,zerofour,0,4,inland,13,17-Jul,42933.00,7/20/17,42936.00,1-Aug,42948.00,15.00,m,,,31-Aug,42978.00,42978,,50.41,33.91,0.834,3-Sep,42981.00,17.88,0.489,,,
0-4-BL-14,BELL,zerofour,0,4,inland,14,17-Jul,42933.00,7/20/17,42936.00,1-Aug,42948.00,15.00,a,,,,,,,,,,,,,,,,
0-4-BL-15,BELL,zerofour,0,4,inland,15,17-Jul,42933.00,7/20/17,42936.00,1-Aug,42948.00,15.00,a,,,,,,,,,,,,,,,,
0-6-BL-1,BELL,zerosix,0,6,inland,1,17-Jul,42933.00,7/20/17,42936.00,1-Aug,42948.00,15.00,d,5-Sep,42983,,,42983,,,,,,,,,,euthanized due to extreme deformation,
0-6-BL-2,BELL,zerosix,0,6,inland,2,17-Jul,42933.00,7/20/17,42936.00,1-Aug,42948.00,15.00,d,7-Sep,42985,,,42985,,,,,,,,,,euthanized due to extreme deformation,
0-6-BL-3,BELL,zerosix,0,6,inland,3,17-Jul,42933.00,7/20/17,42936.00,1-Aug,42948.00,15.00,d,2-Aug,42949,,,42949,n,,,,,,,,,,
0-6-BL-4,BELL,zerosix,0,6,inland,4,17-Jul,42933.00,7/20/17,42936.00,1-Aug,42948.00,15.00,d,8-Sep,42986,,,42986,,,,,,,,,,euthanized due to extreme deformities,
0-6-BL-5,BELL,zerosix,0,6,inland,5,17-Jul,42933.00,7/20/17,42936.00,1-Aug,42948.00,15.00,d,11-Aug,42958,,,42958,sal,,,,,,,,,,
0-8-BL-1,BELL,zeroeight,0,8,inland,1,17-Jul,42933.00,7/20/17,42936.00,1-Aug,42948.00,15.00,d,5-Aug,42952,,,42952,n,,,,,,,,,,
0-8-BL-2,BELL,zeroeight,0,8,inland,2,17-Jul,42933.00,7/20/17,42936.00,1-Aug,42948.00,15.00,d,3-Aug,42950,,,42950,n,,,,,,,,,,
0-8-BL-3,BELL,zeroeight,0,8,inland,3,17-Jul,42933.00,7/20/17,42936.00,1-Aug,42948.00,15.00,d,2-Aug,42949,,,42949,n,,,,,,,,,,
0-8-BL-4,BELL,zeroeight,0,8,inland,4,17-Jul,42933.00,7/20/17,42936.00,1-Aug,42948.00,15.00,d,2-Aug,42949,,,42949,n,,,,,,,,,,
0-8-BL-5,BELL,zeroeight,0,8,inland,5,17-Jul,42933.00,7/20/17,42936.00,1-Aug,42948.00,15.00,d,12-Aug,42959,,,42959,u,,,,,,,,,,
4-0-BL-1,BELL,fourzero,4,0,inland,1,17-Jul,42933.00,7/20/17,42936.00,1-Aug,42948.00,15.00,m,,,27-Aug,42974.00,42974,,46.48,29.53,0.727,30-Aug,42977.00,18.44,0.462,,,
4-0-BL-2,BELL,fourzero,4,0,inland,2,17-Jul,42933.00,7/20/17,42936.00,1-Aug,42948.00,15.00,m,,,27-Aug,42974.00,42974,,49.51,33.93,0.848,31-Aug,42978.00,18.76,0.505,,,
4-0-BL-3,BELL,fourzero,4,0,inland,3,17-Jul,42933.00,7/20/17,42936.00,1-Aug,42948.00,15.00,m,,,25-Aug,42972.00,42972,,51.64,34.4,0.94,28-Aug,42975.00,18.52,0.56,,,
4-0-BL-4,BELL,fourzero,4,0,inland,4,17-Jul,42933.00,7/20/17,42936.00,1-Aug,42948.00,15.00,m,,,30-Aug,42977.00,42977,,50.57,31.63,0.903,3-Sep,42981.00,19.25,0.558,,,
4-0-BL-5,BELL,fourzero,4,0,inland,5,17-Jul,42933.00,7/20/17,42936.00,1-Aug,42948.00,15.00,m,,,29-Aug,42976.00,42976,,52.79,35.99,0.95,1-Sep,42979.00,19.72,0.581,,,
4-0-BL-6,BELL,fourzero,4,0,inland,6,17-Jul,42933.00,7/20/17,42936.00,1-Aug,42948.00,15.00,m,,,28-Aug,42975.00,42975,,52.22,35.91,0.948,1-Sep,42979.00,18.95,0.565,,,
4-0-BL-7,BELL,fourzero,4,0,inland,7,17-Jul,42933.00,7/20/17,42936.00,1-Aug,42948.00,15.00,m,,,28-Aug,42975.00,42975,,51.73,36.21,0.963,1-Sep,42979.00,17.57,0.555,,,
4-0-BL-8,BELL,fourzero,4,0,inland,8,17-Jul,42933.00,7/20/17,42936.00,1-Aug,42948.00,15.00,m,,,27-Aug,42974.00,42974,,49.12,33.85,0.842,31-Aug,42978.00,18.57,0.527,,,
4-0-BL-9,BELL,fourzero,4,0,inland,9,17-Jul,42933.00,7/20/17,42936.00,1-Aug,42948.00,15.00,m,,,26-Aug,42973.00,42973,,51.68,36.22,0.81,29-Aug,42976.00,18.59,0.536,,,
4-0-BL-10,BELL,fourzero,4,0,inland,10,17-Jul,42933.00,7/20/17,42936.00,1-Aug,42948.00,15.00,m,,,28-Aug,42975.00,42975,,52.12,35.86,0.815,31-Aug,42978.00,19.76,0.554,,,
4-0-BL-11,BELL,fourzero,4,0,inland,11,17-Jul,42933.00,7/20/17,42936.00,1-Aug,42948.00,15.00,a,,,,,,,,,,,,,,,,
4-0-BL-12,BELL,fourzero,4,0,inland,12,17-Jul,42933.00,7/20/17,42936.00,1-Aug,42948.00,15.00,a,,,,,,,,,,,,,,,,
4-0-BL-13,BELL,fourzero,4,0,inland,13,17-Jul,42933.00,7/20/17,42936.00,1-Aug,42948.00,15.00,a,,,,,,,,,,,,,,,,
4-0-BL-14,BELL,fourzero,4,0,inland,14,17-Jul,42933.00,7/20/17,42936.00,1-Aug,42948.00,15.00,m,,,30-Aug,42977.00,42977,,51.12,32.74,0.864,2-Sep,42980.00,19.5,0.551,,,
4-0-BL-15,BELL,fourzero,4,0,inland,15,17-Jul,42933.00,7/20/17,42936.00,1-Aug,42948.00,15.00,m,,,29-Aug,42976.00,42976,,50.27,32.95,0.901,2-Sep,42980.00,18.1,0.538,,,
4-4-BL-1,BELL,fourfour,4,4,inland,1,17-Jul,42933.00,7/20/17,42936.00,1-Aug,42948.00,15.00,d,1-Sep,42979,,,42979,e,,,,,,,,,euthanied - was deformed and certain to drown,
4-4-BL-2,BELL,fourfour,4,4,inland,2,17-Jul,42933.00,7/20/17,42936.00,1-Aug,42948.00,15.00,md,3-Sep,42981,2-Sep,42980.00,42981,,45.01,28.07,0.864,,,,,,super deformed legs,
4-4-BL-3,BELL,fourfour,4,4,inland,3,17-Jul,42933.00,7/20/17,42936.00,1-Aug,42948.00,15.00,a,,,,,,,,,,,,,,,,
4-4-BL-4,BELL,fourfour,4,4,inland,4,17-Jul,42933.00,7/20/17,42936.00,1-Aug,42948.00,15.00,d,3-Aug,42950,,,42950,dechlor,,,,,,,,,,
4-4-BL-5,BELL,fourfour,4,4,inland,5,17-Jul,42933.00,7/20/17,42936.00,1-Aug,42948.00,15.00,d,3-Aug,42950,,,42950,dechlor,,,,,,,,,,
4-4-BL-6,BELL,fourfour,4,4,inland,6,17-Jul,42933.00,7/20/17,42936.00,1-Aug,42948.00,15.00,d,3-Aug,42950,,,42950,dechlor,,,,,,,,,"very deformed, looks like he drowned. ",
4-4-BL-7,BELL,fourfour,4,4,inland,7,17-Jul,42933.00,7/20/17,42936.00,1-Aug,42948.00,15.00,d,3-Sep,42981,,,42981,,,,,,,,,,,
4-4-BL-8,BELL,fourfour,4,4,inland,8,17-Jul,42933.00,7/20/17,42936.00,1-Aug,42948.00,15.00,a,,,,,,,,,,,,,,,,
4-4-BL-9,BELL,fourfour,4,4,inland,9,17-Jul,42933.00,7/20/17,42936.00,1-Aug,42948.00,15.00,d,3-Aug,42950,,,42950,dechlor,,,,,,,,,,
4-4-BL-10,BELL,fourfour,4,4,inland,10,17-Jul,42933.00,7/20/17,42936.00,1-Aug,42948.00,15.00,m,,,3-Sep,42981.00,42981,,54.91,38.68,0.896,7-Sep,42985.00,18.3,0.477,,,
4-4-BL-11,BELL,fourfour,4,4,inland,11,17-Jul,42933.00,7/20/17,42936.00,1-Aug,42948.00,15.00,d,5-Aug,42952,,,42952,dechlor,,,,,,,,,,
4-4-BL-12,BELL,fourfour,4,4,inland,12,17-Jul,42933.00,7/20/17,42936.00,1-Aug,42948.00,15.00,d,3-Aug,42950,,,42950,dechlor,,,,,,,,,,
4-4-BL-13,BELL,fourfour,4,4,inland,13,17-Jul,42933.00,7/20/17,42936.00,1-Aug,42948.00,15.00,d,7-Aug,42954,,,42954,u,,,,,,,,,,
4-4-BL-14,BELL,fourfour,4,4,inland,14,17-Jul,42933.00,7/20/17,42936.00,1-Aug,42948.00,15.00,d,3-Aug,42950,,,42950,dechlor,,,,,,,,,,
4-4-BL-15,BELL,fourfour,4,4,inland,15,17-Jul,42933.00,7/20/17,42936.00,1-Aug,42948.00,15.00,d,4-Aug,42951,,,42951,dechlor,,,,,,,,,,
4-6-BL-1,BELL,foursix,4,6,inland,1,17-Jul,42933.00,7/20/17,42936.00,1-Aug,42948.00,15.00,d,4-Sep,42982,,,42982,n,,,,,,,,,euthanized due to extreme deformities,
4-6-BL-2,BELL,foursix,4,6,inland,2,17-Jul,42933.00,7/20/17,42936.00,1-Aug,42948.00,15.00,d,11-Aug,42958,,,42958,sal,,,,,,,,,,
4-6-BL-3,BELL,foursix,4,6,inland,3,17-Jul,42933.00,7/20/17,42936.00,1-Aug,42948.00,15.00,d,8-Sep,42986,,,42986,,,,,,,,,,euthanized due to extreme deformities,
4-6-BL-4,BELL,foursix,4,6,inland,4,17-Jul,42933.00,7/20/17,42936.00,1-Aug,42948.00,15.00,d,6-Sep,42984,,,42984,,,,,,,,,,"jumped out of cup, dried on floor",
4-6-BL-5,BELL,foursix,4,6,inland,5,17-Jul,42933.00,7/20/17,42936.00,1-Aug,42948.00,15.00,d,11-Aug,42958,,,42958,sal,,,,,,,,,,
4-8-BL-1,BELL,foureight,4,8,inland,1,17-Jul,42933.00,7/20/17,42936.00,1-Aug,42948.00,15.00,d,9-Aug,42956,,,42956,u,,,,,,,,,,
4-8-BL-2,BELL,foureight,4,8,inland,2,17-Jul,42933.00,7/20/17,42936.00,1-Aug,42948.00,15.00,d,2-Aug,42949,,,42949,n,,,,,,,,,,
4-8-BL-3,BELL,foureight,4,8,inland,3,17-Jul,42933.00,7/20/17,42936.00,1-Aug,42948.00,15.00,d,12-Aug,42959,,,42959,u,,,,,,,,,,
4-8-BL-4,BELL,foureight,4,8,inland,4,17-Jul,42933.00,7/20/17,42936.00,1-Aug,42948.00,15.00,d,9-Aug,42956,,,42956,u,,,,,,,,,,
4-8-BL-5,BELL,foureight,4,8,inland,5,17-Jul,42933.00,7/20/17,42936.00,1-Aug,42948.00,15.00,d,3-Aug,42950,,,42950,n,,,,,,,,,,
0-0-CSI-1,CSI,zerozero,0,0,coastal,1,21-Jun,42907.00,6/25/17,42911.00,5-Jul,42921.00,14.00,m,,,2-Aug,42949.00,42949,,48.78,31.07,0.777,6-Aug,42953.00,18.91,0.441,sammy,,
0-0-CSI-2,CSI,zerozero,0,0,coastal,2,21-Jun,42907.00,6/25/17,42911.00,5-Jul,42921.00,14.00,m,,,2-Aug,42949.00,42949,,47.4,30.45,0.673,6-Aug,42953.00,17.71,0.42,sammy,,
0-0-CSI-3,CSI,zerozero,0,0,coastal,3,21-Jun,42907.00,6/25/17,42911.00,5-Jul,42921.00,14.00,m,,,31-Jul,42947.00,42947,,53.31,34.22,0.7,4-Aug,42951.00,18.53,0.387,,,
0-0-CSI-4,CSI,zerozero,0,0,coastal,4,21-Jun,42907.00,6/25/17,42911.00,5-Jul,42921.00,14.00,m,,,8-Aug,42955.00,42955,,47.64,33.85,0.653,11-Aug,42958.00,18.24,0.384,sammy,,
0-0-CSI-5,CSI,zerozero,0,0,coastal,5,21-Jun,42907.00,6/25/17,42911.00,5-Jul,42921.00,14.00,m,,,31-Jul,42947.00,42947,,45.53,30.86,0.7,4-Aug,42951.00,17.89,0.386,,,
0-0-CSI-6,CSI,zerozero,0,0,coastal,6,21-Jun,42907.00,6/25/17,42911.00,5-Jul,42921.00,14.00,m,,,1-Aug,42948.00,42948,,48.43,34.16,0.682,5-Aug,42952.00,17.98,0.39,sammy,,
0-0-CSI-7,CSI,zerozero,0,0,coastal,7,21-Jun,42907.00,6/25/17,42911.00,5-Jul,42921.00,14.00,m,,,5-Aug,42952.00,42952,,44.33,30.35,0.645,8-Aug,42955.00,17.5,0.387,sammy,,
0-0-CSI-8,CSI,zerozero,0,0,coastal,8,21-Jun,42907.00,6/25/17,42911.00,5-Jul,42921.00,14.00,m,,,3-Aug,42950.00,42950,,51.56,32.4,0.704,6-Aug,42953.00,18.54,0.418,,,
0-0-CSI-9,CSI,zerozero,0,0,coastal,9,21-Jun,42907.00,6/25/17,42911.00,5-Jul,42921.00,14.00,m,,,1-Aug,42948.00,42948,,55.09,37.08,0.852,5-Aug,42952.00,19.15,0.461,sammy,,
0-0-CSI-10,CSI,zerozero,0,0,coastal,10,21-Jun,42907.00,6/25/17,42911.00,5-Jul,42921.00,14.00,m,,,2-Aug,42949.00,42949,,47.22,30.2,0.67,5-Aug,42952.00,17.28,0.403,sammy,,
0-0-CSI-11,CSI,zerozero,0,0,coastal,11,21-Jun,42907.00,6/25/17,42911.00,5-Jul,42921.00,14.00,m,,,1-Aug,42948.00,42948,,49.8,32.09,0.66,5-Aug,42952.00,16.88,0.359,sammy,,
0-0-CSI-12,CSI,zerozero,0,0,coastal,12,21-Jun,42907.00,6/25/17,42911.00,5-Jul,42921.00,14.00,a,27-Jul,42943,,,42943,a,,,,,,,,,,
0-0-CSI-13,CSI,zerozero,0,0,coastal,13,21-Jun,42907.00,6/25/17,42911.00,5-Jul,42921.00,14.00,m,,,4-Aug,42951.00,42951,,47.93,31.85,0.697,7-Aug,42954.00,18.09,0.412,sammy,,
0-0-CSI-14,CSI,zerozero,0,0,coastal,14,21-Jun,42907.00,6/25/17,42911.00,5-Jul,42921.00,14.00,a,27-Jul,42943,,,42943,a,,,,,,,,,,
0-0-CSI-15,CSI,zerozero,0,0,coastal,15,21-Jun,42907.00,6/25/17,42911.00,5-Jul,42921.00,14.00,a,27-Jul,42943,,,42943,a,,,,,,,,,,
0-4-CSI-1,CSI,zerofour,0,4,coastal,1,21-Jun,42907.00,6/25/17,42911.00,5-Jul,42921.00,14.00,m,,,31-Jul,42947.00,42947,,49.31,32.56,0.6,3-Aug,42950.00,19.04,0.389,,,
0-4-CSI-2,CSI,zerofour,0,4,coastal,2,21-Jun,42907.00,6/25/17,42911.00,5-Jul,42921.00,14.00,m,,,4-Aug,42951.00,42951,,50.73,34.93,0.63,7-Aug,42954.00,17.31,0.382,sammy,,
0-4-CSI-3,CSI,zerofour,0,4,coastal,3,21-Jun,42907.00,6/25/17,42911.00,5-Jul,42921.00,14.00,m,,,3-Aug,42950.00,42950,,50.57,33.45,0.698,7-Aug,42954.00,17.75,0.418,sammy,,
0-4-CSI-4,CSI,zerofour,0,4,coastal,4,21-Jun,42907.00,6/25/17,42911.00,5-Jul,42921.00,14.00,m,,,6-Aug,42953.00,42953,,48.5,30.81,0.598,9-Aug,42956.00,17.87,0.406,sammy,,
0-4-CSI-5,CSI,zerofour,0,4,coastal,5,21-Jun,42907.00,6/25/17,42911.00,5-Jul,42921.00,14.00,md,5-Aug,42952,2-Aug,42949.00,42949,,49.72,30.97,0.611,,,,,,,
0-4-CSI-6,CSI,zerofour,0,4,coastal,6,21-Jun,42907.00,6/25/17,42911.00,5-Jul,42921.00,14.00,m,,,4-Aug,42951.00,42951,,50.29,33.76,0.649,7-Aug,42954.00,18.86,0.401,sammy,,
0-4-CSI-7,CSI,zerofour,0,4,coastal,7,21-Jun,42907.00,6/25/17,42911.00,5-Jul,42921.00,14.00,m,,,4-Aug,42951.00,42951,,52.54,36.62,0.655,8-Aug,42955.00,17.8,0.38,sammy,,
0-4-CSI-8,CSI,zerofour,0,4,coastal,8,21-Jun,42907.00,6/25/17,42911.00,5-Jul,42921.00,14.00,m,,,31-Jul,42947.00,42947,,49.97,31.56,0.59,3-Aug,42950.00,18.38,0.383,,,
0-4-CSI-9,CSI,zerofour,0,4,coastal,9,21-Jun,42907.00,6/25/17,42911.00,5-Jul,42921.00,14.00,m,,,6-Aug,42953.00,42953,,50.16,33.24,0.736,10-Aug,42957.00,18.23,0.423,sammy,,
0-4-CSI-10,CSI,zerofour,0,4,coastal,10,21-Jun,42907.00,6/25/17,42911.00,5-Jul,42921.00,14.00,m,,,2-Aug,42949.00,42949,,50.14,33.95,0.647,6-Aug,42953.00,17.54,0.393,sammy,,
0-4-CSI-11,CSI,zerofour,0,4,coastal,11,21-Jun,42907.00,6/25/17,42911.00,5-Jul,42921.00,14.00,a,27-Jul,42943,,,42943,a,,,,,,,,,,
0-4-CSI-12,CSI,zerofour,0,4,coastal,12,21-Jun,42907.00,6/25/17,42911.00,5-Jul,42921.00,14.00,a,27-Jul,42943,,,42943,a,,,,,,,,,,
0-4-CSI-13,CSI,zerofour,0,4,coastal,13,21-Jun,42907.00,6/25/17,42911.00,5-Jul,42921.00,14.00,m,,,4-Aug,42951.00,42951,,49.88,33.9,0.672,8-Aug,42955.00,17.57,0.388,,,
0-4-CSI-14,CSI,zerofour,0,4,coastal,14,21-Jun,42907.00,6/25/17,42911.00,5-Jul,42921.00,14.00,m,,,1-Aug,42948.00,42948,,51.83,36.39,0.667,4-Aug,42951.00,18.47,0.409,,,
0-4-CSI-15,CSI,zerofour,0,4,coastal,15,21-Jun,42907.00,6/25/17,42911.00,5-Jul,42921.00,14.00,a,27-Jul,42943,,,42943,a,,,,,,,,,,
0-6-CSI-1,CSI,zerosix,0,6,coastal,1,21-Jun,42907.00,6/25/17,42911.00,5-Jul,42921.00,14.00,m,,,4-Aug,42951.00,42951,,51.49,34.31,0.772,8-Aug,42955.00,18.91,0.475,sammy,,
0-6-CSI-2,CSI,zerosix,0,6,coastal,2,21-Jun,42907.00,6/25/17,42911.00,5-Jul,42921.00,14.00,m,,,4-Aug,42951.00,42951,,52.43,36.31,0.848,8-Aug,42955.00,18.4,0.467,sammy,,
0-6-CSI-3,CSI,zerosix,0,6,coastal,3,21-Jun,42907.00,6/25/17,42911.00,5-Jul,42921.00,14.00,md,5-Aug,42952,2-Aug,42949.00,42949,,49.61,32.79,0.723,,,,,,,
0-6-CSI-4,CSI,zerosix,0,6,coastal,4,21-Jun,42907.00,6/25/17,42911.00,5-Jul,42921.00,14.00,m,,,7-Aug,42954.00,42954,,44.26,28.92,0.629,11-Aug,42958.00,16.81,0.346,sammy,,
0-6-CSI-5,CSI,zerosix,0,6,coastal,5,21-Jun,42907.00,6/25/17,42911.00,5-Jul,42921.00,14.00,m,,,2-Aug,42949.00,42949,,51,33.41,0.706,6-Aug,42953.00,17.58,0.395,sammy,,
0-8-CSI-1,CSI,zeroeight,0,8,coastal,1,21-Jun,42907.00,6/25/17,42911.00,5-Jul,42921.00,14.00,d,18-Aug,42965,,,42965,n,,,,,,,,,,
0-8-CSI-2,CSI,zeroeight,0,8,coastal,2,21-Jun,42907.00,6/25/17,42911.00,5-Jul,42921.00,14.00,d,9-Jul,42925,,,42925,n,,,,,,,,,,
0-8-CSI-3,CSI,zeroeight,0,8,coastal,3,21-Jun,42907.00,6/25/17,42911.00,5-Jul,42921.00,14.00,d,5-Aug,42952,,,42952,u,,,,,,,,,,
0-8-CSI-4,CSI,zeroeight,0,8,coastal,4,21-Jun,42907.00,6/25/17,42911.00,5-Jul,42921.00,14.00,d,30-Jul,42946,,,42946,n,,,,,,,,,,
0-8-CSI-5,CSI,zeroeight,0,8,coastal,5,21-Jun,42907.00,6/25/17,42911.00,5-Jul,42921.00,14.00,d,11-Aug,42958,,,42958,sal,,,,,,,,,,
4-0-CSI-1,CSI,fourzero,4,0,coastal,1,21-Jun,42907.00,6/25/17,42911.00,5-Jul,42921.00,14.00,m,,,1-Aug,42948.00,42948,,47.47,29.4,0.753,4-Aug,42951.00,18.95,0.418,,,
4-0-CSI-2,CSI,fourzero,4,0,coastal,2,21-Jun,42907.00,6/25/17,42911.00,5-Jul,42921.00,14.00,m,,,31-Jul,42947.00,42947,,47.21,30.43,0.64,3-Aug,42950.00,18.03,0.408,,,
4-0-CSI-3,CSI,fourzero,4,0,coastal,3,21-Jun,42907.00,6/25/17,42911.00,5-Jul,42921.00,14.00,md,6-Aug,42953,3-Aug,42950.00,42950,,46.95,31.6,0.564,,,,,,,
4-0-CSI-4,CSI,fourzero,4,0,coastal,4,21-Jun,42907.00,6/25/17,42911.00,5-Jul,42921.00,14.00,m,,,1-Aug,42948.00,42948,,45.61,28.84,0.641,4-Aug,42951.00,18.48,0.386,,,
4-0-CSI-5,CSI,fourzero,4,0,coastal,5,21-Jun,42907.00,6/25/17,42911.00,5-Jul,42921.00,14.00,m,,,2-Aug,42949.00,42949,,50.75,34.05,0.791,5-Aug,42952.00,19.53,0.484,sammy,,
4-0-CSI-6,CSI,fourzero,4,0,coastal,6,21-Jun,42907.00,6/25/17,42911.00,5-Jul,42921.00,14.00,m,,,31-Jul,42947.00,42947,,47.97,29.42,0.63,3-Aug,42950.00,17.7,0.381,,,
4-0-CSI-7,CSI,fourzero,4,0,coastal,7,21-Jun,42907.00,6/25/17,42911.00,5-Jul,42921.00,14.00,m,,,31-Jul,42947.00,42947,,48.24,32.21,0.61,4-Aug,42951.00,17.43,0.367,,,
4-0-CSI-8,CSI,fourzero,4,0,coastal,8,21-Jun,42907.00,6/25/17,42911.00,5-Jul,42921.00,14.00,d,14-Jul,42930,,,42930,n,,,,,,,,,,
4-0-CSI-9,CSI,fourzero,4,0,coastal,9,21-Jun,42907.00,6/25/17,42911.00,5-Jul,42921.00,14.00,m,,,1-Aug,42948.00,42948,,48.07,31.59,0.733,5-Aug,42952.00,18.08,0.394,sammy,,
4-0-CSI-10,CSI,fourzero,4,0,coastal,10,21-Jun,42907.00,6/25/17,42911.00,5-Jul,42921.00,14.00,m,,,30-Jul,42946.00,42946,,46.73,30.09,0.755,2-Aug,42949.00,17.45,0.446,,,
4-0-CSI-11,CSI,fourzero,4,0,coastal,11,21-Jun,42907.00,6/25/17,42911.00,5-Jul,42921.00,14.00,a,27-Jul,42943,,,42943,a,,,,,,,,,,
4-0-CSI-12,CSI,fourzero,4,0,coastal,12,21-Jun,42907.00,6/25/17,42911.00,5-Jul,42921.00,14.00,a,27-Jul,42943,,,42943,a,,,,,,,,,,
4-0-CSI-13,CSI,fourzero,4,0,coastal,13,21-Jun,42907.00,6/25/17,42911.00,5-Jul,42921.00,14.00,md,6-Aug,42953,2-Aug,42949.00,42949,,44.96,30.11,0.573,5-Aug,42952.00,17.6,0.365,,,
4-0-CSI-14,CSI,fourzero,4,0,coastal,14,21-Jun,42907.00,6/25/17,42911.00,5-Jul,42921.00,14.00,a,27-Jul,42943,,,42943,a,,,,,,,,,,
4-0-CSI-15,CSI,fourzero,4,0,coastal,15,21-Jun,42907.00,6/25/17,42911.00,5-Jul,42921.00,14.00,m,,,31-Jul,42947.00,42947,,49.23,32.61,0.69,4-Aug,42951.00,17.71,0.404,,,
4-4-CSI-1,CSI,fourfour,4,4,coastal,1,21-Jun,42907.00,6/25/17,42911.00,5-Jul,42921.00,14.00,m,,,6-Aug,42953.00,42953,,47.87,29.78,0.592,9-Aug,42956.00,17.52,0.378,sammy,,
4-4-CSI-2,CSI,fourfour,4,4,coastal,2,21-Jun,42907.00,6/25/17,42911.00,5-Jul,42921.00,14.00,m,,,6-Aug,42953.00,42953,,54.59,39.09,0.776,9-Aug,42956.00,18.88,0.459,sammy,,
4-4-CSI-3,CSI,fourfour,4,4,coastal,3,21-Jun,42907.00,6/25/17,42911.00,5-Jul,42921.00,14.00,m,,,5-Aug,42952.00,42952,,48.21,33.57,0.65,8-Aug,42955.00,17.29,0.383,sammy,,
4-4-CSI-4,CSI,fourfour,4,4,coastal,4,21-Jun,42907.00,6/25/17,42911.00,5-Jul,42921.00,14.00,m,,,6-Aug,42953.00,42953,,46,30.33,0.611,9-Aug,42956.00,16.92,0.39,sammy,,
4-4-CSI-5,CSI,fourfour,4,4,coastal,5,21-Jun,42907.00,6/25/17,42911.00,5-Jul,42921.00,14.00,m,,,5-Aug,42952.00,42952,,45.97,29.01,0.673,8-Aug,42955.00,17.43,0.386,sammy,,
4-4-CSI-6,CSI,fourfour,4,4,coastal,6,21-Jun,42907.00,6/25/17,42911.00,5-Jul,42921.00,14.00,m,,,4-Aug,42951.00,42951,,48.48,31.69,0.593,7-Aug,42954.00,16.63,0.377,sammy,,
4-4-CSI-7,CSI,fourfour,4,4,coastal,7,21-Jun,42907.00,6/25/17,42911.00,5-Jul,42921.00,14.00,m,,,3-Aug,42950.00,42950,,45.5,30.31,0.593,6-Aug,42953.00,17.93,0.354,sammy,,
4-4-CSI-8,CSI,fourfour,4,4,coastal,8,21-Jun,42907.00,6/25/17,42911.00,5-Jul,42921.00,14.00,m,,,4-Aug,42951.00,42951,,52.85,35.39,0.705,7-Aug,42954.00,18.92,0.453,sammy,,
4-4-CSI-9,CSI,fourfour,4,4,coastal,9,21-Jun,42907.00,6/25/17,42911.00,5-Jul,42921.00,14.00,m,,,5-Aug,42952.00,42952,,47.59,32.8,0.602,8-Aug,42955.00,16.71,0.394,sammy,,
4-4-CSI-10,CSI,fourfour,4,4,coastal,10,21-Jun,42907.00,6/25/17,42911.00,5-Jul,42921.00,14.00,m,,,3-Aug,42950.00,42950,,49.93,33.03,0.599,6-Aug,42953.00,16.9,0.389,sammy,,
4-4-CSI-11,CSI,fourfour,4,4,coastal,11,21-Jun,42907.00,6/25/17,42911.00,5-Jul,42921.00,14.00,m,,,3-Aug,42950.00,42950,,51.93,35.1,0.697,6-Aug,42953.00,18.92,0.442,sammy,,
4-4-CSI-12,CSI,fourfour,4,4,coastal,12,21-Jun,42907.00,6/25/17,42911.00,5-Jul,42921.00,14.00,a,27-Jul,42943,,,42943,a,,,,,,,,,,
4-4-CSI-13,CSI,fourfour,4,4,coastal,13,21-Jun,42907.00,6/25/17,42911.00,5-Jul,42921.00,14.00,m,,,2-Aug,42949.00,42949,,52.38,32.91,0.668,5-Aug,42952.00,19.08,0.429,sammy,,
4-4-CSI-14,CSI,fourfour,4,4,coastal,14,21-Jun,42907.00,6/25/17,42911.00,5-Jul,42921.00,14.00,a,27-Jul,42943,,,42943,a,,,,,,,,,,
4-4-CSI-15,CSI,fourfour,4,4,coastal,15,21-Jun,42907.00,6/25/17,42911.00,5-Jul,42921.00,14.00,a,27-Jul,42943,,,42943,a,,,,,,,,,,
4-6-CSI-1,CSI,foursix,4,6,coastal,1,21-Jun,42907.00,6/25/17,42911.00,5-Jul,42921.00,14.00,md,8-Aug,42955,6-Aug,42953.00,42953,u,47.33,33.15,0.65,,,,,sammy,,
4-6-CSI-2,CSI,foursix,4,6,coastal,2,21-Jun,42907.00,6/25/17,42911.00,5-Jul,42921.00,14.00,md,6-Aug,42953,4-Aug,42951.00,42951,u,52.9,37.62,0.654,,,,,,,
4-6-CSI-3,CSI,foursix,4,6,coastal,3,21-Jun,42907.00,6/25/17,42911.00,5-Jul,42921.00,14.00,m,,,7-Aug,42954.00,42954,,51.47,38.31,0.842,11-Aug,42958.00,18.53,0.436,sammy,,
4-6-CSI-4,CSI,foursix,4,6,coastal,4,21-Jun,42907.00,6/25/17,42911.00,5-Jul,42921.00,14.00,md,8-Aug,42955,6-Aug,42953.00,42953,u,49.79,35.58,0.663,,,,,sammy,,
